Name,Year of release,Rating,Genre,imdb Url,votes
Sherlock Holmes,(2009),7.6,"
Action, Adventure, Crime            ",http://www.imdb.com/title/tt0988045/?ref_=adv_li_tt,"516,439"
Justice League,(2001–2004),8.6,"
Animation, Action, Adventure            ",http://www.imdb.com/title/tt0275137/?ref_=adv_li_tt,"31,929"
The Hunger Games: Mockingjay - Part 1,(2014),6.7,"
Action, Adventure, Sci-Fi            ",http://www.imdb.com/title/tt1951265/?ref_=adv_li_tt,"346,286"
Taken,(I) (2008),7.8,"
Action, Crime, Thriller            ",http://www.imdb.com/title/tt0936501/?ref_=adv_li_tt,"513,205"
The Purge: Election Year,(2016),6,"
Action, Horror, Sci-Fi            ",http://www.imdb.com/title/tt4094724/?ref_=adv_li_tt,"62,441"
21 Jump Street,(2012),7.2,"
Action, Comedy, Crime            ",http://www.imdb.com/title/tt1232829/?ref_=adv_li_tt,"446,161"
Gekijouban Poketto monsutâ: Kimi ni kimeta!,(2017),6.7,"
Animation, Action, Adventure            ",http://www.imdb.com/title/tt6595896/?ref_=adv_li_tt,"1,270"
Sleepless,(III) (2017),5.6,"
Action, Crime, Thriller            ",http://www.imdb.com/title/tt2072233/?ref_=adv_li_tt,"18,978"
Walking Tall,(2004),6.2,"
Action, Crime            ",http://www.imdb.com/title/tt0351977/?ref_=adv_li_tt,"57,669"
Ak-Nyeo,(2017),6.7,"
Action, Crime, Drama            ",http://www.imdb.com/title/tt6777338/?ref_=adv_li_tt,"3,152"
Knight Rider,(1982–1986),6.9,"
Action, Crime, Drama            ",http://www.imdb.com/title/tt0083437/?ref_=adv_li_tt,"23,938"
Resident Evil: The Final Chapter,(2016),5.6,"
Action, Horror, Sci-Fi            ",http://www.imdb.com/title/tt2592614/?ref_=adv_li_tt,"61,594"
Skyscraper,(2018),NA,"
Action            ",http://www.imdb.com/title/tt5758778/?ref_=adv_li_tt,NA
One Punch Man: Wanpanman,(2015– ),9,"
Animation, Action, Comedy            ",http://www.imdb.com/title/tt4508902/?ref_=adv_li_tt,"55,387"
Batman & Robin,(1997),3.7,"
Action, Sci-Fi            ",http://www.imdb.com/title/tt0118688/?ref_=adv_li_tt,"204,121"
Rush,(I) (2013),8.1,"
Action, Biography, Drama            ",http://www.imdb.com/title/tt1979320/?ref_=adv_li_tt,"355,074"
Justice League Part Two,,NA,"
Action, Sci-Fi            ",http://www.imdb.com/title/tt4121026/?ref_=adv_li_tt,NA
Batman Forever,(1995),5.4,"
Action, Adventure, Fantasy            ",http://www.imdb.com/title/tt0112462/?ref_=adv_li_tt,"205,966"
Everest,(2015),7.1,"
Action, Adventure, Biography            ",http://www.imdb.com/title/tt2719848/?ref_=adv_li_tt,"163,725"
In the Heart of the Sea,(2015),6.9,"
Action, Adventure, Biography            ",http://www.imdb.com/title/tt1390411/?ref_=adv_li_tt,"96,767"
Insurgent,(2015),6.3,"
Action, Adventure, Sci-Fi            ",http://www.imdb.com/title/tt2908446/?ref_=adv_li_tt,"180,834"
Descendants,(2015 TV Movie),6.4,"
Action, Adventure, Comedy            ",http://www.imdb.com/title/tt3440298/?ref_=adv_li_tt,"10,103"
Point Break,(2015),5.3,"
Action, Crime, Sport            ",http://www.imdb.com/title/tt2058673/?ref_=adv_li_tt,"47,915"
A Knight's Tale,(2001),6.9,"
Action, Adventure, Romance            ",http://www.imdb.com/title/tt0183790/?ref_=adv_li_tt,"147,390"
X2,(2003),7.5,"
Action, Adventure, Fantasy            ",http://www.imdb.com/title/tt0290334/?ref_=adv_li_tt,"445,540"
Dredd,(2012),7.1,"
Action, Crime, Sci-Fi            ",http://www.imdb.com/title/tt1343727/?ref_=adv_li_tt,"220,184"
Independence Day,(1996),7,"
Action, Adventure, Sci-Fi            ",http://www.imdb.com/title/tt0116629/?ref_=adv_li_tt,"465,004"
Oblivion,(I) (2013),7,"
Action, Adventure, Mystery            ",http://www.imdb.com/title/tt1483013/?ref_=adv_li_tt,"422,891"
The Crow,(1994),7.6,"
Action, Drama, Fantasy            ",http://www.imdb.com/title/tt0109506/?ref_=adv_li_tt,"146,272"
Busanhaeng,(2016),7.5,"
Action, Drama, Horror            ",http://www.imdb.com/title/tt5700672/?ref_=adv_li_tt,"78,432"
Seventh Son,(I) (2014),5.5,"
Action, Adventure, Fantasy            ",http://www.imdb.com/title/tt1121096/?ref_=adv_li_tt,"62,120"
Kill Bill: Vol. 2,(2004),8,"
Action, Crime, Thriller            ",http://www.imdb.com/title/tt0378194/?ref_=adv_li_tt,"561,662"
Wrath of the Titans,(2012),5.8,"
Action, Adventure, Fantasy            ",http://www.imdb.com/title/tt1646987/?ref_=adv_li_tt,"162,980"
Babylon 5,(1994–1998),8.3,"
Action, Adventure, Drama            ",http://www.imdb.com/title/tt0105946/?ref_=adv_li_tt,"24,083"
Jupiter Ascending,(2015),5.3,"
Action, Adventure, Sci-Fi            ",http://www.imdb.com/title/tt1617661/?ref_=adv_li_tt,"155,154"
Gone in Sixty Seconds,(2000),6.5,"
Action, Crime, Thriller            ",http://www.imdb.com/title/tt0187078/?ref_=adv_li_tt,"232,601"
Godzilla,(2014),6.4,"
Action, Adventure, Sci-Fi            ",http://www.imdb.com/title/tt0831387/?ref_=adv_li_tt,"326,200"
Minions,(2015),6.4,"
Animation, Action, Adventure            ",http://www.imdb.com/title/tt2293640/?ref_=adv_li_tt,"172,226"
The Last of the Mohicans,(1992),7.8,"
Action, Adventure, Drama            ",http://www.imdb.com/title/tt0104691/?ref_=adv_li_tt,"124,458"
Robin Hood,(2010),6.7,"
Action, Adventure, Drama            ",http://www.imdb.com/title/tt0955308/?ref_=adv_li_tt,"226,431"
Real Steel,(2011),7.1,"
Action, Drama, Family            ",http://www.imdb.com/title/tt0433035/?ref_=adv_li_tt,"270,142"
The Huntsman: Winter's War,(2016),6.1,"
Action, Adventure, Drama            ",http://www.imdb.com/title/tt2381991/?ref_=adv_li_tt,"73,631"
Dick Tracy,(1990),6.1,"
Action, Comedy, Crime            ",http://www.imdb.com/title/tt0099422/?ref_=adv_li_tt,"50,763"
Central Intelligence,(2016),6.3,"
Action, Comedy, Crime            ",http://www.imdb.com/title/tt1489889/?ref_=adv_li_tt,"109,792"
The Chronicles of Narnia: Prince Caspian,(2008),6.6,"
Action, Adventure, Family            ",http://www.imdb.com/title/tt0499448/?ref_=adv_li_tt,"164,648"
Viking,(2016),4.6,"
Action, Drama, History            ",http://www.imdb.com/title/tt5157456/?ref_=adv_li_tt,"2,595"
Miraculous: Tales of Ladybug & Cat Noir,(2015– ),8.3,"
Animation, Action, Adventure            ",http://www.imdb.com/title/tt2580046/?ref_=adv_li_tt,"2,181"
Deja Vu,(2006),7,"
Action, Crime, Sci-Fi            ",http://www.imdb.com/title/tt0453467/?ref_=adv_li_tt,"260,249"
The Day After Tomorrow,(2004),6.4,"
Action, Adventure, Sci-Fi            ",http://www.imdb.com/title/tt0319262/?ref_=adv_li_tt,"360,012"
K.C. Undercover,(2015– ),6.1,"
Action, Comedy, Family            ",http://www.imdb.com/title/tt3598030/?ref_=adv_li_tt,"2,160"
Hitman: Agent 47,(2015),5.7,"
Action, Adventure, Crime            ",http://www.imdb.com/title/tt2679042/?ref_=adv_li_tt,"74,174"
Defiance,(2013–2015),7,"
Action, Drama, Sci-Fi            ",http://www.imdb.com/title/tt2189221/?ref_=adv_li_tt,"36,196"
Acts of Violence,(2018),NA,"
Action, Drama            ",http://www.imdb.com/title/tt6684714/?ref_=adv_li_tt,NA
Sahara,(2005),6,"
Action, Adventure, Comedy            ",http://www.imdb.com/title/tt0318649/?ref_=adv_li_tt,"82,094"
From Dusk Till Dawn: The Series,(2014– ),7,"
Action, Crime, Horror            ",http://www.imdb.com/title/tt3337194/?ref_=adv_li_tt,"16,138"
Andromeda,(2000–2005),6.6,"
Action, Adventure, Drama            ",http://www.imdb.com/title/tt0213327/?ref_=adv_li_tt,"10,022"
Pirates of the Caribbean: Dead Man's Chest,(2006),7.3,"
Action, Adventure, Fantasy            ",http://www.imdb.com/title/tt0383574/?ref_=adv_li_tt,"573,171"
The Other Guys,(2010),6.7,"
Action, Comedy, Crime            ",http://www.imdb.com/title/tt1386588/?ref_=adv_li_tt,"205,978"
Armageddon,(1998),6.6,"
Action, Adventure, Sci-Fi            ",http://www.imdb.com/title/tt0120591/?ref_=adv_li_tt,"347,260"
Castlevania,(2017– ),8,"
Animation, Action, Adventure            ",http://www.imdb.com/title/tt6517102/?ref_=adv_li_tt,"11,975"
JAG,(1995–2005),6.6,"
Action, Crime, Drama            ",http://www.imdb.com/title/tt0112022/?ref_=adv_li_tt,"14,149"
Tombstone,(1993),7.8,"
Action, Biography, Drama            ",http://www.imdb.com/title/tt0108358/?ref_=adv_li_tt,"104,821"
GoldenEye,(1995),7.2,"
Action, Adventure, Thriller            ",http://www.imdb.com/title/tt0113189/?ref_=adv_li_tt,"211,244"
Regular Show,(2009–2017),8.4,"
Animation, Action, Adventure            ",http://www.imdb.com/title/tt1710308/?ref_=adv_li_tt,"21,981"
Bronson,(2008),7.1,"
Action, Biography, Crime            ",http://www.imdb.com/title/tt1172570/?ref_=adv_li_tt,"99,324"
Criminal,(2016),6.3,"
Action, Crime, Drama            ",http://www.imdb.com/title/tt3014866/?ref_=adv_li_tt,"43,867"
Undercover Grandpa,(2017),5.1,"
Action, Comedy, Family            ",http://www.imdb.com/title/tt3891538/?ref_=adv_li_tt,601
Tomorrowland,(2015),6.5,"
Action, Adventure, Family            ",http://www.imdb.com/title/tt1964418/?ref_=adv_li_tt,"149,243"
Pirates of the Caribbean: On Stranger Tides,(2011),6.6,"
Action, Adventure, Fantasy            ",http://www.imdb.com/title/tt1298650/?ref_=adv_li_tt,"413,943"
Live and Let Die,(1973),6.8,"
Action, Adventure, Thriller            ",http://www.imdb.com/title/tt0070328/?ref_=adv_li_tt,"81,389"
Furious 6,(2013),7.1,"
Action, Crime, Thriller            ",http://www.imdb.com/title/tt1905041/?ref_=adv_li_tt,"327,540"
Spectral,(2016),6.3,"
Action, Mystery, Sci-Fi            ",http://www.imdb.com/title/tt2106651/?ref_=adv_li_tt,"32,296"
Falling Skies,(2011–2015),7.2,"
Action, Adventure, Drama            ",http://www.imdb.com/title/tt1462059/?ref_=adv_li_tt,"78,981"
Lethal Weapon 2,(1989),7.2,"
Action, Crime, Thriller            ",http://www.imdb.com/title/tt0097733/?ref_=adv_li_tt,"139,065"
First Blood,(1982),7.7,"
Action, Adventure, Drama            ",http://www.imdb.com/title/tt0083944/?ref_=adv_li_tt,"187,413"
Dracula Untold,(2014),6.3,"
Action, Drama, Fantasy            ",http://www.imdb.com/title/tt0829150/?ref_=adv_li_tt,"153,828"
Underworld,(2003),7,"
Action, Fantasy, Thriller            ",http://www.imdb.com/title/tt0320691/?ref_=adv_li_tt,"227,149"
Elysium,(I) (2013),6.6,"
Action, Drama, Sci-Fi            ",http://www.imdb.com/title/tt1535108/?ref_=adv_li_tt,"370,518"
3%,(2016– ),7.6,"
Action, Drama, Sci-Fi            ",http://www.imdb.com/title/tt4922804/?ref_=adv_li_tt,"10,699"
Die Hard 2,(1990),7.1,"
Action, Thriller            ",http://www.imdb.com/title/tt0099423/?ref_=adv_li_tt,"291,436"
Jack Reacher,(2012),7,"
Action, Crime, Mystery            ",http://www.imdb.com/title/tt0790724/?ref_=adv_li_tt,"260,326"
Wild Wild West,(1999),4.8,"
Action, Comedy, Sci-Fi            ",http://www.imdb.com/title/tt0120891/?ref_=adv_li_tt,"137,558"
Dark Places,(2015),6.2,"
Action, Drama, Mystery            ",http://www.imdb.com/title/tt2402101/?ref_=adv_li_tt,"33,867"
Minority Report,(2002),7.7,"
Action, Adventure, Crime            ",http://www.imdb.com/title/tt0181689/?ref_=adv_li_tt,"434,957"
Snatched,(I) (2017),4.3,"
Action, Comedy            ",http://www.imdb.com/title/tt2334871/?ref_=adv_li_tt,"20,328"
Cowboys & Aliens,(2011),6,"
Action, Sci-Fi, Thriller            ",http://www.imdb.com/title/tt0409847/?ref_=adv_li_tt,"184,592"
Blade,(1998),7.1,"
Action, Horror            ",http://www.imdb.com/title/tt0120611/?ref_=adv_li_tt,"208,993"
George of the Jungle,(1997),5.4,"
Action, Adventure, Comedy            ",http://www.imdb.com/title/tt0119190/?ref_=adv_li_tt,"60,841"
Live Free or Die Hard,(2007),7.2,"
Action, Adventure, Thriller            ",http://www.imdb.com/title/tt0337978/?ref_=adv_li_tt,"354,420"
Species,(1995),5.8,"
Action, Horror, Sci-Fi            ",http://www.imdb.com/title/tt0114508/?ref_=adv_li_tt,"65,149"
Journey 2: The Mysterious Island,(2012),5.8,"
Action, Adventure, Comedy            ",http://www.imdb.com/title/tt1397514/?ref_=adv_li_tt,"74,578"
Serenity,(2005),7.9,"
Action, Adventure, Sci-Fi            ",http://www.imdb.com/title/tt0379786/?ref_=adv_li_tt,"256,722"
Nikita,(2010–2013),7.7,"
Action, Crime, Drama            ",http://www.imdb.com/title/tt1592154/?ref_=adv_li_tt,"44,493"
Smokin' Aces,(2006),6.7,"
Action, Crime, Drama            ",http://www.imdb.com/title/tt0475394/?ref_=adv_li_tt,"126,507"
The Heat,(I) (2013),6.6,"
Action, Comedy, Crime            ",http://www.imdb.com/title/tt2404463/?ref_=adv_li_tt,"143,794"
Pride and Prejudice and Zombies,(2016),5.8,"
Action, Horror, Romance            ",http://www.imdb.com/title/tt1374989/?ref_=adv_li_tt,"38,616"
2012,(I) (2009),5.8,"
Action, Adventure, Sci-Fi            ",http://www.imdb.com/title/tt1190080/?ref_=adv_li_tt,"306,588"
The Last Airbender,(2010),4.2,"
Action, Adventure, Family            ",http://www.imdb.com/title/tt0938283/?ref_=adv_li_tt,"128,488"
Crossing Lines,(2013– ),7.4,"
Action, Crime, Drama            ",http://www.imdb.com/title/tt2427220/?ref_=adv_li_tt,"10,243"
The Wolverine,(2013),6.7,"
Action, Adventure, Sci-Fi            ",http://www.imdb.com/title/tt1430132/?ref_=adv_li_tt,"368,775"
Highlander,(1986),7.2,"
Action, Adventure, Fantasy            ",http://www.imdb.com/title/tt0091203/?ref_=adv_li_tt,"105,784"
Alias,(2001–2006),7.6,"
Action, Drama, Mystery            ",http://www.imdb.com/title/tt0285333/?ref_=adv_li_tt,"39,747"
The Matrix Reloaded,(2003),7.2,"
Action, Sci-Fi            ",http://www.imdb.com/title/tt0234215/?ref_=adv_li_tt,"450,280"
Predators,(2010),6.4,"
Action, Adventure, Sci-Fi            ",http://www.imdb.com/title/tt1424381/?ref_=adv_li_tt,"184,278"
Self/less,(2015),6.5,"
Action, Mystery, Sci-Fi            ",http://www.imdb.com/title/tt2140379/?ref_=adv_li_tt,"71,866"
The Unit,(2006–2009),8.1,"
Action, Drama, Thriller            ",http://www.imdb.com/title/tt0460690/?ref_=adv_li_tt,"17,718"
Pineapple Express,(2008),7,"
Action, Comedy, Crime            ",http://www.imdb.com/title/tt0910936/?ref_=adv_li_tt,"275,378"
Terminator Salvation,(2009),6.6,"
Action, Adventure, Drama            ",http://www.imdb.com/title/tt0438488/?ref_=adv_li_tt,"304,077"
Teen Titans,(2003–2006),7.8,"
Animation, Action, Adventure            ",http://www.imdb.com/title/tt0343314/?ref_=adv_li_tt,"19,752"
The World Is Not Enough,(1999),6.4,"
Action, Adventure, Thriller            ",http://www.imdb.com/title/tt0143145/?ref_=adv_li_tt,"166,668"
Conan the Barbarian,(2011),5.2,"
Action, Adventure, Fantasy            ",http://www.imdb.com/title/tt0816462/?ref_=adv_li_tt,"86,345"
The Karate Kid Part II,(1986),5.9,"
Action, Family, Romance            ",http://www.imdb.com/title/tt0091326/?ref_=adv_li_tt,"59,160"
For Your Eyes Only,(1981),6.8,"
Action, Adventure, Thriller            ",http://www.imdb.com/title/tt0082398/?ref_=adv_li_tt,"77,898"
Mad Max,(1979),7,"
Action, Adventure, Sci-Fi            ",http://www.imdb.com/title/tt0079501/?ref_=adv_li_tt,"165,064"
RoboCop,(1987),7.5,"
Action, Crime, Sci-Fi            ",http://www.imdb.com/title/tt0093870/?ref_=adv_li_tt,"198,562"
Men in Black 3,(2012),6.8,"
Action, Adventure, Comedy            ",http://www.imdb.com/title/tt1409024/?ref_=adv_li_tt,"285,434"
The Divergent Series: Ascendant,(TV Movie),NA,"
Action, Adventure, Romance            ",http://www.imdb.com/title/tt3663184/?ref_=adv_li_tt,NA
Prince of Persia: The Sands of Time,(2010),6.6,"
Action, Adventure, Fantasy            ",http://www.imdb.com/title/tt0473075/?ref_=adv_li_tt,"239,500"
Big Trouble in Little China,(1986),7.3,"
Action, Adventure, Comedy            ",http://www.imdb.com/title/tt0090728/?ref_=adv_li_tt,"103,032"
John Carter,(2012),6.6,"
Action, Adventure, Sci-Fi            ",http://www.imdb.com/title/tt0401729/?ref_=adv_li_tt,"225,965"
Master and Commander: The Far Side of the World,(2003),7.4,"
Action, Adventure, Drama            ",http://www.imdb.com/title/tt0311113/?ref_=adv_li_tt,"179,596"
Scouts Guide to the Zombie Apocalypse,(2015),6.3,"
Action, Comedy, Horror            ",http://www.imdb.com/title/tt1727776/?ref_=adv_li_tt,"34,939"
Clash of the Titans,(2010),5.8,"
Action, Adventure, Fantasy            ",http://www.imdb.com/title/tt0800320/?ref_=adv_li_tt,"243,501"
Die Another Day,(2002),6.1,"
Action, Adventure, Thriller            ",http://www.imdb.com/title/tt0246460/?ref_=adv_li_tt,"180,780"
Indiana Jones and the Temple of Doom,(1984),7.6,"
Action, Adventure            ",http://www.imdb.com/title/tt0087469/?ref_=adv_li_tt,"366,878"
The Host,(2013),5.9,"
Action, Adventure, Romance            ",http://www.imdb.com/title/tt1517260/?ref_=adv_li_tt,"99,523"
The Rock,(1996),7.4,"
Action, Adventure, Thriller            ",http://www.imdb.com/title/tt0117500/?ref_=adv_li_tt,"276,333"
Morgan,(2016),5.8,"
Action, Horror, Sci-Fi            ",http://www.imdb.com/title/tt4520364/?ref_=adv_li_tt,"28,663"
CSI: NY,(2004–2013),7,"
Action, Crime, Drama            ",http://www.imdb.com/title/tt0395843/?ref_=adv_li_tt,"38,967"
Hitman,(I) (2007),6.3,"
Action, Crime, Drama            ",http://www.imdb.com/title/tt0465494/?ref_=adv_li_tt,"147,673"
Queen of the South,(2016– ),7.7,"
Action, Crime, Drama            ",http://www.imdb.com/title/tt1064899/?ref_=adv_li_tt,"6,340"
The Dirty Dozen,(1967),7.8,"
Action, Adventure, War            ",http://www.imdb.com/title/tt0061578/?ref_=adv_li_tt,"57,424"
London Has Fallen,(2016),5.9,"
Action, Crime, Drama            ",http://www.imdb.com/title/tt3300542/?ref_=adv_li_tt,"108,638"
Quantum of Solace,(2008),6.6,"
Action, Adventure, Thriller            ",http://www.imdb.com/title/tt0830515/?ref_=adv_li_tt,"356,530"
Hagane no renkinjutsushi,(2009–2010),9.1,"
Animation, Action, Adventure            ",http://www.imdb.com/title/tt1355642/?ref_=adv_li_tt,"67,357"
Phineas and Ferb,(2007–2015),8,"
Animation, Action, Comedy            ",http://www.imdb.com/title/tt0852863/?ref_=adv_li_tt,"24,142"
Adventures in Babysitting,(1987),6.9,"
Action, Adventure, Comedy            ",http://www.imdb.com/title/tt0092513/?ref_=adv_li_tt,"31,278"
Wonder Woman,(1975–1979),7.1,"
Action, Adventure, Drama            ",http://www.imdb.com/title/tt0074074/?ref_=adv_li_tt,"5,134"
Grimsby,(2016),6.2,"
Action, Adventure, Comedy            ",http://www.imdb.com/title/tt3381008/?ref_=adv_li_tt,"69,063"
The Last Stand,(2013),6.4,"
Action, Crime, Thriller            ",http://www.imdb.com/title/tt1549920/?ref_=adv_li_tt,"121,133"
The LEGO Movie,(2014),7.8,"
Animation, Action, Adventure            ",http://www.imdb.com/title/tt1490017/?ref_=adv_li_tt,"277,627"
Charlie's Angels,(2000),5.5,"
Action, Adventure, Comedy            ",http://www.imdb.com/title/tt0160127/?ref_=adv_li_tt,"154,063"
22 Jump Street,(2014),7.1,"
Action, Comedy, Crime            ",http://www.imdb.com/title/tt2294449/?ref_=adv_li_tt,"292,700"
Soldado,(2018),NA,"
Action, Crime, Drama            ",http://www.imdb.com/title/tt5052474/?ref_=adv_li_tt,NA
Howard the Duck,(1986),4.6,"
Action, Adventure, Comedy            ",http://www.imdb.com/title/tt0091225/?ref_=adv_li_tt,"36,465"
Pirates of the Caribbean: At World's End,(2007),7.1,"
Action, Adventure, Fantasy            ",http://www.imdb.com/title/tt0449088/?ref_=adv_li_tt,"519,284"
MacGyver,(1985–1992),7.7,"
Action, Adventure, Crime            ",http://www.imdb.com/title/tt0088559/?ref_=adv_li_tt,"30,277"
Masters of the Universe,(1987),5.4,"
Action, Adventure, Fantasy            ",http://www.imdb.com/title/tt0093507/?ref_=adv_li_tt,"30,749"
The Count of Monte Cristo,(2002),7.7,"
Action, Adventure, Drama            ",http://www.imdb.com/title/tt0245844/?ref_=adv_li_tt,"112,521"
X-Men: The Last Stand,(2006),6.7,"
Action, Adventure, Fantasy            ",http://www.imdb.com/title/tt0376994/?ref_=adv_li_tt,"419,317"
Spider-Man 2,(2004),7.3,"
Action, Adventure, Sci-Fi            ",http://www.imdb.com/title/tt0316654/?ref_=adv_li_tt,"456,443"
Young Guns,(1988),6.8,"
Action, Crime, Drama            ",http://www.imdb.com/title/tt0096487/?ref_=adv_li_tt,"46,256"
Pompeii,(I) (2014),5.5,"
Action, Adventure, Drama            ",http://www.imdb.com/title/tt1921064/?ref_=adv_li_tt,"93,691"
Bond 25,(2019),NA,"
Action, Adventure, Thriller            ",http://www.imdb.com/title/tt2382320/?ref_=adv_li_tt,NA
I Am Number Four,(2011),6.1,"
Action, Adventure, Sci-Fi            ",http://www.imdb.com/title/tt1464540/?ref_=adv_li_tt,"207,047"
We Were Soldiers,(2002),7.2,"
Action, Drama, History            ",http://www.imdb.com/title/tt0277434/?ref_=adv_li_tt,"112,797"
Terminator 3: Rise of the Machines,(2003),6.3,"
Action, Sci-Fi, Thriller            ",http://www.imdb.com/title/tt0181852/?ref_=adv_li_tt,"328,684"
The Bodyguard,(1992),6.2,"
Action, Drama, Music            ",http://www.imdb.com/title/tt0103855/?ref_=adv_li_tt,"99,037"
Strange Days,(1995),7.2,"
Action, Crime, Drama            ",http://www.imdb.com/title/tt0114558/?ref_=adv_li_tt,"58,342"
Renegades,(2017),5.6,"
Action, Thriller            ",http://www.imdb.com/title/tt4106376/?ref_=adv_li_tt,661
Bloodsport,(1988),6.8,"
Action, Biography, Drama            ",http://www.imdb.com/title/tt0092675/?ref_=adv_li_tt,"63,998"
The Dukes of Hazzard,(1979–1985),7.1,"
Action, Comedy            ",http://www.imdb.com/title/tt0078607/?ref_=adv_li_tt,"7,813"
Proud Mary,(2018),NA,"
Action, Thriller            ",http://www.imdb.com/title/tt6421110/?ref_=adv_li_tt,NA
Mr. & Mrs. Smith,(2005),6.5,"
Action, Comedy, Crime            ",http://www.imdb.com/title/tt0356910/?ref_=adv_li_tt,"383,703"
RocknRolla,(2008),7.3,"
Action, Crime, Thriller            ",http://www.imdb.com/title/tt1032755/?ref_=adv_li_tt,"208,903"
Jack Ryan: Shadow Recruit,(2014),6.2,"
Action, Drama, Thriller            ",http://www.imdb.com/title/tt1205537/?ref_=adv_li_tt,"106,319"
Non-Stop,(2014),7,"
Action, Mystery, Thriller            ",http://www.imdb.com/title/tt2024469/?ref_=adv_li_tt,"218,573"
Hercules,(I) (2014),6,"
Action, Adventure            ",http://www.imdb.com/title/tt1267297/?ref_=adv_li_tt,"126,457"
Noah,(2014),5.8,"
Action, Adventure, Drama            ",http://www.imdb.com/title/tt1959490/?ref_=adv_li_tt,"215,543"
Westworld,(1973),7,"
Action, Sci-Fi, Thriller            ",http://www.imdb.com/title/tt0070909/?ref_=adv_li_tt,"40,971"
Face/Off,(1997),7.3,"
Action, Crime, Sci-Fi            ",http://www.imdb.com/title/tt0119094/?ref_=adv_li_tt,"304,521"
Kung Fu Panda 3,(2016),7.1,"
Animation, Action, Adventure            ",http://www.imdb.com/title/tt2267968/?ref_=adv_li_tt,"97,613"
The Iceman,(2012),6.9,"
Action, Biography, Crime            ",http://www.imdb.com/title/tt1491044/?ref_=adv_li_tt,"60,874"
Deep Blue Sea,(1999),5.8,"
Action, Sci-Fi, Thriller            ",http://www.imdb.com/title/tt0149261/?ref_=adv_li_tt,"106,882"
Suburra: la serie,(2017),8.1,"
Action, Crime            ",http://www.imdb.com/title/tt7197684/?ref_=adv_li_tt,"2,794"
The Mask of Zorro,(1998),6.7,"
Action, Adventure, Comedy            ",http://www.imdb.com/title/tt0120746/?ref_=adv_li_tt,"146,113"
Sherlock Holmes: A Game of Shadows,(2011),7.5,"
Action, Adventure, Crime            ",http://www.imdb.com/title/tt1515091/?ref_=adv_li_tt,"368,645"
John Wick: Chapter 3,(2019),NA,"
Action, Crime, Thriller            ",http://www.imdb.com/title/tt6146586/?ref_=adv_li_tt,NA
The Boondock Saints,(1999),7.9,"
Action, Crime, Thriller            ",http://www.imdb.com/title/tt0144117/?ref_=adv_li_tt,"207,953"
Snow White and the Huntsman,(2012),6.1,"
Action, Adventure, Drama            ",http://www.imdb.com/title/tt1735898/?ref_=adv_li_tt,"244,970"
Masterminds,(I) (2016),5.8,"
Action, Comedy, Crime            ",http://www.imdb.com/title/tt2461150/?ref_=adv_li_tt,"36,394"
Commando,(1985),6.7,"
Action, Adventure, Thriller            ",http://www.imdb.com/title/tt0088944/?ref_=adv_li_tt,"123,069"
The Magnificent Seven,(1960),7.8,"
Action, Adventure, Western            ",http://www.imdb.com/title/tt0054047/?ref_=adv_li_tt,"75,038"
The Purge: The Island,(2018),NA,"
Action, Horror, Sci-Fi            ",http://www.imdb.com/title/tt6133466/?ref_=adv_li_tt,NA
S.W.A.T.,(1975–1976),6.7,"
Action, Crime, Drama            ",http://www.imdb.com/title/tt0072560/?ref_=adv_li_tt,"1,210"
Batman,(1966–1968),7.5,"
Action, Adventure, Comedy            ",http://www.imdb.com/title/tt0059968/?ref_=adv_li_tt,"14,865"
The Karate Kid,(2010),6.2,"
Action, Drama, Family            ",http://www.imdb.com/title/tt1155076/?ref_=adv_li_tt,"133,491"
Xena: Warrior Princess,(1995–2001),6.7,"
Action, Adventure, Drama            ",http://www.imdb.com/title/tt0112230/?ref_=adv_li_tt,"35,271"
RED,(2010),7.1,"
Action, Comedy, Crime            ",http://www.imdb.com/title/tt1245526/?ref_=adv_li_tt,"256,485"
Accident Man,(2018),NA,"
Action, Crime, Thriller            ",http://www.imdb.com/title/tt6237612/?ref_=adv_li_tt,NA
Hagane no renkinjutsushi,(2017),6.7,"
Action            ",http://www.imdb.com/title/tt5607028/?ref_=adv_li_tt,87
This Means War,(2012),6.3,"
Action, Comedy, Romance            ",http://www.imdb.com/title/tt1596350/?ref_=adv_li_tt,"158,513"
The Bourne Identity,(2002),7.9,"
Action, Mystery, Thriller            ",http://www.imdb.com/title/tt0258463/?ref_=adv_li_tt,"446,412"
Alexander,(2004),5.6,"
Action, Adventure, Biography            ",http://www.imdb.com/title/tt0346491/?ref_=adv_li_tt,"147,052"
RoboCop,(2014),6.2,"
Action, Crime, Sci-Fi            ",http://www.imdb.com/title/tt1234721/?ref_=adv_li_tt,"195,094"
Ender's Game,(2013),6.7,"
Action, Fantasy, Sci-Fi            ",http://www.imdb.com/title/tt1731141/?ref_=adv_li_tt,"199,267"
Spartacus: Gods of the Arena,(2011),8.6,"
Action, Adventure, Biography            ",http://www.imdb.com/title/tt1758429/?ref_=adv_li_tt,"103,964"
The World's End,(2013),7,"
Action, Comedy, Sci-Fi            ",http://www.imdb.com/title/tt1213663/?ref_=adv_li_tt,"210,408"
End of Watch,(2012),7.7,"
Action, Crime, Drama            ",http://www.imdb.com/title/tt1855199/?ref_=adv_li_tt,"198,526"
